CustomerID,CustomerName,Gender,Age,Email,Phone,City,State,JoinDate,CustomerSegment
132,Rahul Thakur,Male,28,rahul132@gmail.com,9179308612,Delhi,Delhi,2025-01-24,Regular
133,Rohan Yadav,Male,47,rohan133@gmail.com,9424400672,Siliguri,West Bengal,2023-05-28,Regular
134,Vivaan Gupta,Male,54,vivaan134@gmail.com,9485429460,Kanpur,Uttar Pradesh,2024-02-21,Silver
135,Rohan Yadav,Male,18,rohan135@gmail.com,9707661655,Delhi,Delhi,2023-07-17,Gold
136,Ayushi Gupta,Female,32,ayushi136@gmail.com,9783563240,Gaya,Bihar,2023-12-23,Regular
137,Rohan Singh,Male,37,rohan137@gmail.com,9946764061,Delhi,Delhi,2022-03-22,Regular
138,Vivaan Thakur,Male,44,vivaan138@gmail.com,9288592093,Kolkata,West Bengal,2023-11-01,Regular
139,Amit Thakur,Male,34,amit139@gmail.com,9985503942,Jodhpur,Rajasthan,2022-12-03,Platinum
140,Vivaan Das,Male,27,vivaan140@gmail.com,9909763993,Delhi,Delhi,2022-06-04,Platinum
141,Vivaan Yadav,Male,34,vivaan141@gmail.com,9676140134,Kanpur,Uttar Pradesh,2022-01-29,Regular
142,Sneha Yadav,Female,24,sneha142@gmail.com,9824600232,Siliguri,West Bengal,2024-01-31,Regular
143,Sneha Gupta,Female,58,sneha143@gmail.com,9984607950,Gaya,Bihar,2022-05-10,Regular
144,Vivaan Sharma,Male,20,vivaan144@gmail.com,9426808977,Delhi,Delhi,2022-04-03,Platinum
145,Prakash Sharma,Male,47,prakash145@gmail.com,9498370582,Mumbai,Maharashtra,2024-03-06,Silver
146,Sneha Sharma,Female,59,sneha146@gmail.com,9206323670,Jodhpur,Rajasthan,2024-04-29,Gold
147,Aarav Verma,Male,46,aarav147@gmail.com,9577488537,Kanpur,Uttar Pradesh,2023-03-21,Platinum
148,Rohan Verma,Male,59,rohan148@gmail.com,9485123110,Kolkata,West Bengal,2025-01-20,Regular
149,Vivaan Das,Male,60,vivaan149@gmail.com,9327746886,Delhi,Delhi,2022-07-07,Silver
150,Priya Gupta,Female,54,priya150@gmail.com,9320337809,Patna,Bihar,2022-09-15,Regular
151,Sneha Gupta,Female,39,sneha151@gmail.com,9931471931,Jaipur,Rajasthan,2023-04-23,Regular
152,Aditya Sharma,Male,34,aditya152@gmail.com,9957397689,Gaya,Bihar,2025-01-11,Regular
153,Aarav Verma,Male,55,aarav153@gmail.com,9447646966,Patna,Bihar,2023-05-03,Regular
154,Aditya Yadav,Male,25,aditya154@gmail.com,9900651998,Delhi,Delhi,2024-12-13,Regular
155,Amit Singh,Male,50,amit155@gmail.com,9337887233,Warangal,Telangana,2024-07-14,Platinum
156,Rahul Kumar,Male,48,rahul156@gmail.com,9531233244,Gaya,Bihar,2022-05-05,Regular
157,Ananya Das,Female,23,ananya157@gmail.com,9445864933,Pune,Maharashtra,2022-05-31,Silver
158,Ayushi Verma,Female,56,ayushi158@gmail.com,9669681065,Mumbai,Maharashtra,2024-02-20,Regular
159,Vivaan Singh,Male,31,vivaan159@gmail.com,9561784080,Jodhpur,Rajasthan,2025-02-03,Regular
160,Priya Das,Female,44,priya160@gmail.com,9883415470,Coimbatore,Tamil Nadu,2024-03-27,Regular
161,Rohan Thakur,Male,27,rohan161@gmail.com,9837468465,Kanpur,Uttar Pradesh,2024-02-06,Gold
162,Vivaan Singh,Male,24,vivaan162@gmail.com,9899496315,Mumbai,Maharashtra,2024-06-03,Silver
163,Sneha Verma,Female,44,sneha163@gmail.com,9479673044,Bengaluru,Karnataka,2022-09-08,Gold
164,Ayushi Thakur,Female,24,ayushi164@gmail.com,9720535283,Lucknow,Uttar Pradesh,2023-12-22,Silver
165,Prakash Singh,Male,53,prakash165@gmail.com,9494665673,Mysuru,Karnataka,2023-12-19,Regular
166,Neha Kumar,Female,19,neha166@gmail.com,9293720285,Delhi,Delhi,2023-07-02,Regular
167,Priya Kumar,Female,27,priya167@gmail.com,9708082645,Delhi,Delhi,2023-01-07,Silver
168,Ananya Kumar,Female,51,ananya168@gmail.com,9330997172,Mumbai,Maharashtra,2022-07-07,Regular
169,Aditya Verma,Male,38,aditya169@gmail.com,9934120892,Warangal,Telangana,2023-10-01,Platinum
170,Aditya Sharma,Male,23,aditya170@gmail.com,9392168202,Mumbai,Maharashtra,2022-04-12,Regular
171,Sneha Das,Female,35,sneha171@gmail.com,9331465414,Kanpur,Uttar Pradesh,2024-04-28,Gold
172,Neha Singh,Female,55,neha172@gmail.com,9622517939,Pune,Maharashtra,2023-08-04,Silver
173,Prakash Yadav,Male,18,prakash173@gmail.com,9319497661,Delhi,Delhi,2022-04-23,Regular
174,Ayushi Thakur,Female,25,ayushi174@gmail.com,9108299923,Chennai,Tamil Nadu,2023-11-03,Regular
175,Aditya Yadav,Male,32,aditya175@gmail.com,9637152602,Lucknow,Uttar Pradesh,2024-12-26,Silver
176,Neha Kumar,Female,19,neha176@gmail.com,9593657365,Kolkata,West Bengal,2024-06-12,Gold
177,Sneha Yadav,Female,36,sneha177@gmail.com,9223666470,Siliguri,West Bengal,2024-05-05,Regular
178,Sneha Das,Female,23,sneha178@gmail.com,9568915703,Kolkata,West Bengal,2024-01-12,Gold
179,Sneha Yadav,Female,23,sneha179@gmail.com,9524951250,Coimbatore,Tamil Nadu,2024-12-09,Gold
180,Priya Sharma,Female,50,priya180@gmail.com,9779919809,Kolkata,West Bengal,2022-06-06,Regular
181,Priya Verma,Female,33,priya181@gmail.com,9210385522,Jaipur,Rajasthan,2022-10-30,Regular
182,Sneha Sharma,Female,29,sneha182@gmail.com,9929839316,Chennai,Tamil Nadu,2022-06-04,Silver
183,Rohan Verma,Male,27,rohan183@gmail.com,9572191734,Warangal,Telangana,2023-10-10,Regular
184,Ayushi Kumar,Female,50,ayushi184@gmail.com,9179661615,Warangal,Telangana,2023-12-22,Regular
185,Aarav Verma,Male,22,aarav185@gmail.com,9792205349,Hyderabad,Telangana,2023-08-11,Gold
186,Rahul Kumar,Male,54,rahul186@gmail.com,9799905142,Pune,Maharashtra,2024-07-10,Regular
187,Aarav Das,Male,39,aarav187@gmail.com,9866990485,Hyderabad,Telangana,2022-07-31,Regular
188,Prakash Das,Male,51,prakash188@gmail.com,9661296425,Bengaluru,Karnataka,2024-06-18,Silver
189,Ayushi Yadav,Female,39,ayushi189@gmail.com,9828960875,Siliguri,West Bengal,2024-04-17,Silver
190,Priya Singh,Female,42,priya190@gmail.com,9405100495,Kolkata,West Bengal,2025-02-16,Regular
191,Vivaan Sharma,Male,37,vivaan191@gmail.com,9804433388,Mysuru,Karnataka,2023-12-18,Silver
192,Sneha Singh,Female,53,sneha192@gmail.com,9504456327,Lucknow,Uttar Pradesh,2023-09-27,Silver
193,Rohan Singh,Male,50,rohan193@gmail.com,9488509962,Kolkata,West Bengal,2024-05-17,Regular
194,Prakash Verma,Male,30,prakash194@gmail.com,9343248743,Delhi,Delhi,2024-09-22,Platinum
195,Ayushi Singh,Female,52,ayushi195@gmail.com,9996703082,Bengaluru,Karnataka,2024-11-05,Silver
196,Rohan Verma,Male,56,rohan196@gmail.com,9504499880,Jaipur,Rajasthan,2022-09-26,Regular
197,Ananya Das,Female,44,ananya197@gmail.com,9491163514,Bengaluru,Karnataka,2022-03-31,Silver
198,Sneha Thakur,Female,32,sneha198@gmail.com,9673390109,Coimbatore,Tamil Nadu,2024-07-08,Regular
199,Priya Das,Female,36,priya199@gmail.com,9935504321,Hyderabad,Telangana,2024-08-03,Regular
200,Aditya Gupta,Male,34,aditya200@gmail.com,9156027635,Jodhpur,Rajasthan,2022-10-11,Silver
201,Ananya Singh,Female,23,ananya201@gmail.com,9919390458,Kolkata,West Bengal,2023-08-07,Regular
202,Neha Singh,Female,46,neha202@gmail.com,9475364113,Hyderabad,Telangana,2023-03-31,Platinum
203,Neha Verma,Female,42,neha203@gmail.com,9187623171,Lucknow,Uttar Pradesh,2023-04-28,Regular
204,Vivaan Verma,Male,26,vivaan204@gmail.com,9141127742,Gaya,Bihar,2022-10-27,Regular
205,Ananya Das,Female,57,ananya205@gmail.com,9105638424,Hyderabad,Telangana,2024-07-07,Gold
206,Prakash Sharma,Male,56,prakash206@gmail.com,9666690337,Gaya,Bihar,2025-01-28,Regular
207,Ayushi Singh,Female,33,ayushi207@gmail.com,9550784243,Delhi,Delhi,2022-04-08,Silver
208,Vivaan Das,Male,19,vivaan208@gmail.com,9778556450,Hyderabad,Telangana,2025-01-02,Silver
209,Ayushi Yadav,Female,57,ayushi209@gmail.com,9478833337,Chennai,Tamil Nadu,2022-01-04,Regular
210,Rohan Singh,Male,41,rohan210@gmail.com,9172670118,Lucknow,Uttar Pradesh,2024-12-08,Platinum
211,Neha Das,Female,58,neha211@gmail.com,9515410649,Jaipur,Rajasthan,2022-03-31,Platinum
212,Priya Singh,Female,33,priya212@gmail.com,9886989426,Delhi,Delhi,2023-12-08,Silver
213,Aditya Kumar,Male,52,aditya213@gmail.com,9463512350,Pune,Maharashtra,2023-12-23,Gold
214,Ananya Das,Female,26,ananya214@gmail.com,9167753684,Mysuru,Karnataka,2023-01-09,Silver
215,Ayushi Gupta,Female,30,ayushi215@gmail.com,9144996163,Hyderabad,Telangana,2022-03-31,Regular
216,Amit Das,Male,20,amit216@gmail.com,9908839964,Delhi,Delhi,2023-06-03,Silver
217,Aarav Verma,Male,25,aarav217@gmail.com,9958287383,Delhi,Delhi,2023-07-14,Regular
218,Neha Verma,Female,49,neha218@gmail.com,9843102880,Kanpur,Uttar Pradesh,2023-01-18,Regular
219,Vivaan Yadav,Male,45,vivaan219@gmail.com,9746879296,Jodhpur,Rajasthan,2022-06-11,Platinum
220,Priya Singh,Female,38,priya220@gmail.com,9809656613,Mysuru,Karnataka,2022-06-13,Regular
221,Aditya Das,Male,46,aditya221@gmail.com,9145478504,Warangal,Telangana,2023-12-21,Silver
222,Ayushi Kumar,Female,60,ayushi222@gmail.com,9784523874,Siliguri,West Bengal,2022-06-03,Regular
223,Aarav Sharma,Male,20,aarav223@gmail.com,9235538456,Jaipur,Rajasthan,2024-06-16,Regular
224,Neha Kumar,Female,46,neha224@gmail.com,9498320110,Siliguri,West Bengal,2022-11-11,Regular
225,Amit Verma,Male,38,amit225@gmail.com,9797460535,Mumbai,Maharashtra,2024-03-26,Regular
226,Ananya Sharma,Female,51,ananya226@gmail.com,9515524530,Mumbai,Maharashtra,2024-10-19,Gold
227,Ayushi Das,Female,57,ayushi227@gmail.com,9406635834,Pune,Maharashtra,2023-03-16,Silver
228,Vivaan Sharma,Male,46,vivaan228@gmail.com,9285388355,Hyderabad,Telangana,2022-06-01,Gold
229,Rohan Verma,Male,22,rohan229@gmail.com,9690554938,Hyderabad,Telangana,2023-12-13,Silver
230,Ananya Sharma,Female,50,ananya230@gmail.com,9340777602,Delhi,Delhi,2024-01-11,Regular
231,Prakash Das,Male,41,prakash231@gmail.com,9694875990,Chennai,Tamil Nadu,2022-02-23,Silver
232,Sneha Singh,Female,37,sneha232@gmail.com,9527521016,Hyderabad,Telangana,2022-05-15,Platinum
233,Neha Singh,Female,38,neha233@gmail.com,9789705810,Warangal,Telangana,2022-09-14,Regular
234,Aditya Sharma,Male,45,aditya234@gmail.com,9639945876,Warangal,Telangana,2022-09-22,Gold
235,Amit Sharma,Male,28,amit235@gmail.com,9273910700,Patna,Bihar,2023-09-15,Regular
236,Amit Thakur,Male,34,amit236@gmail.com,9310777576,Coimbatore,Tamil Nadu,2022-06-11,Silver
237,Aditya Thakur,Male,23,aditya237@gmail.com,9639633807,Jodhpur,Rajasthan,2024-12-28,Silver
238,Rohan Verma,Male,20,rohan238@gmail.com,9986090690,Bengaluru,Karnataka,2025-02-28,Gold
239,Rohan Thakur,Male,54,rohan239@gmail.com,9547306651,Mumbai,Maharashtra,2023-03-08,Silver
240,Rohan Thakur,Male,48,rohan240@gmail.com,9362935648,Gaya,Bihar,2023-09-11,Gold
241,Rahul Singh,Male,28,rahul241@gmail.com,9572022811,Kanpur,Uttar Pradesh,2022-05-03,Regular
242,Priya Sharma,Female,38,priya242@gmail.com,9888340979,Hyderabad,Telangana,2023-10-03,Platinum
243,Aditya Verma,Male,53,aditya243@gmail.com,9214014134,Siliguri,West Bengal,2024-11-20,Regular
244,Ayushi Das,Female,27,ayushi244@gmail.com,9203950725,Hyderabad,Telangana,2023-05-23,Regular
245,Prakash Sharma,Male,54,prakash245@gmail.com,9874305759,Kanpur,Uttar Pradesh,2023-11-02,Regular
246,Amit Das,Male,37,amit246@gmail.com,9634047267,Mysuru,Karnataka,2024-10-18,Regular
247,Prakash Gupta,Male,40,prakash247@gmail.com,9152246275,Kanpur,Uttar Pradesh,2025-04-09,Regular
248,Ayushi Kumar,Female,45,ayushi248@gmail.com,9243811545,Warangal,Telangana,2022-08-09,Gold
249,Priya Kumar,Female,21,priya249@gmail.com,9712335251,Siliguri,West Bengal,2024-03-31,Silver
250,Vivaan Yadav,Male,46,vivaan250@gmail.com,9920772671,Siliguri,West Bengal,2024-10-29,Silver
251,Vivaan Yadav,Male,39,vivaan251@gmail.com,9698967370,Mumbai,Maharashtra,2024-02-04,Platinum
252,Sneha Yadav,Female,20,sneha252@gmail.com,9148644109,Bengaluru,Karnataka,2024-10-21,Regular
253,Amit Das,Male,56,amit253@gmail.com,9653520069,Siliguri,West Bengal,2022-11-02,Regular
